popup_name	blog_post_url	popup_version|start_date|popup_category	popup_header	popup_description	popup_image_url	popup_title	views	registrations
Author Bio Template 2 (New Style)	https://blog.bookly.com/about-the-author-examples/	"[""A"",""2020-05-01"",""Perfecting your Craft""]"	"
FREE: Author Bio Template"	Download a copy and write your bio in under 5 minutes	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/03/Checklists-11-300x157.jpg	About the Author Examples (That You'll Actually Want to Read)	1554	70
Author Bio Template 2 (New Style)	https://blog.bookly.com/about-the-author-examples/	"[""A"",""2020-06-05"",""Perfecting your Craft""]"	"
FREE: Author Bio Template"	Download a copy and write your bio in under 5 minutes	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/03/Checklists-11-300x157.jpg	About the Author Examples (That You'll Actually Want to Read)	2667	126
Author Bio Template 2 (New Style)	https://blog.bookly.com/about-the-author-examples//	"[""A"",""2020-05-01"",""Perfecting your Craft""]"	"
FREE: Author Bio Template"	Download a copy and write your bio in under 5 minutes	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/03/Checklists-11-300x157.jpg	About the Author Examples (That You'll Actually Want to Read)	35	0
Author Bio Template 2 (New Style)	https://blog.bookly.com/author-bio/	"["""",""2020-05-27"",""Book Marketing, Understanding Publishing""]"	"
FREE: Author Bio Template"	Download a copy and write your bio in under 5 minutes	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/03/Checklists-11-300x157.jpg	How to Write a Memorable Author Bio (with Template)	11907	882
Author Bio Template 2 (New Style)	https://blog.bookly.com/author-bio//	"["""",""2020-05-27"",""Book Marketing, Understanding Publishing""]"	"
FREE: Author Bio Template"	Download a copy and write your bio in under 5 minutes	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/03/Checklists-11-300x157.jpg	How to Write a Memorable Author Bio (with Template)	70	0
Author Bio Template 2 (New Style)	https://blog.bookly.com/author-media-kit-template/	"[""A"",""2020-06-12"",""Understanding Publishing""]"	"
FREE: Author Bio Template"	Download a copy and write your bio in under 5 minutes	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/03/Checklists-11-300x157.jpg	How to Build a Rocking Author Media Kit: a 7-Step Template	126	0
Author Bio Template 2 (New Style)	https://blog.bookly.com/kdp-select/	"[""B"",""2020-05-08"",""Book Marketing, Understanding Publishing""]"	"
FREE: Author Bio Template"	Download a copy and write your bio in under 5 minutes	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/03/Checklists-11-300x157.jpg	READ THIS Before You Enroll in KDP Select!	3087	35
Author Bio Template 2 (New Style)	https://blog.bookly.com/kdp-select/	"[""B"",""2020-05-08"",""Book Marketing, Understanding Publishing""]"	"
FREE: Author Bio Template"	Download a copy and write your bio in under 5 minutes	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/03/Checklists-11-300x157.jpg	¡LEA ESTO antes de inscribirse en KDP Select!	21	0
Author Bio Template 2 (New Style)	https://blog.bookly.com/kdp-select//	"[""B"",""2020-05-08"",""Book Marketing, Understanding Publishing""]"	"
FREE: Author Bio Template"	Download a copy and write your bio in under 5 minutes	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/03/Checklists-11-300x157.jpg	READ THIS Before You Enroll in KDP Select!	21	0
Book Launch Checklist	https://blog.bookly.com/ebook-distribution/	"["""","""",""Understanding Publishing""]"	"
Download The Book Launch Checklist"	"
Enter your email address and download the complete Book Launch Checklist for free."	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/modal-book-launch-300x163.jpg	Ebook Distribution: The Complete Guide for New Authors	973	56
Book Launch Checklist	https://blog.bookly.com/ebook-distribution/	"[""A"",""2020-06-12"",""Understanding Publishing""]"	"
Download The Book Launch Checklist"	"
Enter your email address and download the complete Book Launch Checklist for free."	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/modal-book-launch-300x163.jpg	Ebook Distribution: The Complete Guide for New Authors	126	0
Book Launch Checklist	https://blog.bookly.com/ebook-distribution//	"["""","""",""Understanding Publishing""]"	"
Download The Book Launch Checklist"	"
Enter your email address and download the complete Book Launch Checklist for free."	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/modal-book-launch-300x163.jpg	Ebook Distribution: The Complete Guide for New Authors	21	0
Book Launch Checklist	https://blog.bookly.com/epub-vs-mobi-vs-pdf/	"[""A"",""2020-05-27"",""Book Design, Understanding Publishing""]"	"
Download The Book Launch Checklist"	"
Enter your email address and download the complete Book Launch Checklist for free."	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/modal-book-launch-300x163.jpg	EPUB vs mobi: Which eBook Format Should You Use?	4130	0
Book Launch Checklist	https://blog.bookly.com/epub-vs-mobi-vs-pdf//	"[""A"",""2020-05-27"",""Book Design, Understanding Publishing""]"	"
Download The Book Launch Checklist"	"
Enter your email address and download the complete Book Launch Checklist for free."	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/modal-book-launch-300x163.jpg	EPUB vs mobi: Which eBook Format Should You Use?	56	0
Book Launch Checklist	https://blog.bookly.com/ingramspark/	"[""B"",""2020-03-31"",""Understanding Publishing""]"	"
Download The Book Launch Checklist"	"
Enter your email address and download the complete Book Launch Checklist for free."	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/modal-book-launch-300x163.jpg	IngramSpark Review: Don't Use Until You Read This + PROMO CODE!	959	56
Book Launch Checklist	https://blog.bookly.com/scrivener-3/	"[""B"",""2020-02-13"",""Understanding Publishing""]"	"
Download The Book Launch Checklist"	"
Enter your email address and download the complete Book Launch Checklist for free."	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/modal-book-launch-300x163.jpg	Scrivener 3: Don't Use It Until You Read This!	882	21
Book Launch Checklist	https://blog.bookly.com/translating-books/	"[""B"",""2020-05-06"",""Understanding Publishing""]"	"
Download The Book Launch Checklist"	"
Enter your email address and download the complete Book Launch Checklist for free."	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/modal-book-launch-300x163.jpg	How to Get a Book Translated in 6 Simple Steps: the Ultimate Guide	651	0
Book Launch Checklist	https://blog.bookly.com/translating-books/	"[""B"",""2020-05-06"",""Understanding Publishing""]"	"
Télécharger la liste de contrôle de lancement du livre"	"
Saisissez votre adresse e-mail et téléchargez gratuitement la liste de contrôle complète de lancement de livre."	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/modal-book-launch-300x163.jpg	Comment faire traduire un livre en 6 étapes simples: le guide ultime	21	0
Book Launch Checklist 2	https://blog.bookly.com/how-to-publish-a-book/	"[""A"",""2020-02-07"",""Understanding Publishing""]"	"
Download: Free Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/02/the-book-launch-300x175.jpg	How to Publish a Book in 2020: A 10-Step Guide for New Authors	2793	35
Book Launch Checklist 2	https://blog.bookly.com/how-to-publish-a-book//	"[""A"",""2020-02-07"",""Understanding Publishing""]"	"
Download: Free Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/02/the-book-launch-300x175.jpg	How to Publish a Book in 2020: A 10-Step Guide for New Authors	70	0
Book Launch Checklist 2	https://blog.bookly.com/how-to-publish-an-ebook/	"[""A"",""2020-05-04"",""Understanding Publishing""]"	"
Download: Free Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/02/the-book-launch-300x175.jpg	How to Publish an Ebook: A 9-Step Guide for Success	56	0
Book Launch Checklist 2	https://blog.bookly.com/learning/courses/marketing/	"[""A"",""2019-11-12"",""""]"	"
Download: Free Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/02/the-book-launch-300x175.jpg	Free Online Marketing Courses for Authors • bookly Learning	21	0
Book Launch Checklist 2	https://blog.bookly.com/learning/courses/marketing/how-to-find-your-target-readers/	"[""A"",""2019-11-12"",""""]"	"
Download: Free Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/02/the-book-launch-300x175.jpg	How to Find Your Target Readers (Free Course)	35	0
Book Launch Checklist 2	https://blog.bookly.com/list-of-print-book-distributors/	"[""B"",""2020-05-06"",""Understanding Publishing""]"	"
Download: Free Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/02/the-book-launch-300x175.jpg	40+ Best Print Book Distributors in 2019: the Ultimate Guide	917	21
Book Launch Checklist 2	https://blog.bookly.com/scrivener-3/	"[""A"",""2020-02-13"",""Understanding Publishing""]"	"
Download: Free Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/02/the-book-launch-300x175.jpg	Scrivener 3: Don't Use It Until You Read This!	903	35
Book Launch Checklist 3	https://blog.bookly.com/best-marketing-books/	"[""A"",""2020-02-27"",""Book Marketing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	Authors: Here are 10 Must-Read Marketing Books	182	0
Book Launch Checklist 3	https://blog.bookly.com/best-self-publishing-roundups/	"["""","""",""Book Marketing, Perfecting your Craft, Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	The 21 Best News Roundups for Self-Publishing Authors	35	0
Book Launch Checklist 3	https://blog.bookly.com/book-translator/	"[""B"",""2020-02-19"",""Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	The Ultimate Guide to Finding the Right Book Translator	105	0
Book Launch Checklist 3	https://blog.bookly.com/category/marketing/	"[""B"",""2020-02-20"",""Book Marketing, Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	Book Marketing • The bookly Blog	56	0
Book Launch Checklist 3	https://blog.bookly.com/getting-your-book-coverage-in-the-national-press/	"["""","""",""Book Marketing, Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	Getting Your Book Coverage in the National Press	35	0
Book Launch Checklist 3	https://blog.bookly.com/how-to-handle-bad-book-reviews/	"[""B"",""2020-02-20"",""Book Marketing, Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	Ten Ways to Handle Bad Book Reviews • bookly Blog	21	0
Book Launch Checklist 3	https://blog.bookly.com/how-to-market-a-memoir/	"[""B"",""2020-05-29"",""Book Marketing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	How to Market a Memoir: Top Tips From the Experts	35	0
Book Launch Checklist 3	https://blog.bookly.com/kdp-select/	"[""A"",""2020-05-08"",""Book Marketing, Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	READ THIS Before You Enroll in KDP Select!	2814	70
Book Launch Checklist 3	https://blog.bookly.com/kdp-select//	"[""A"",""2020-05-08"",""Book Marketing, Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	READ THIS Before You Enroll in KDP Select!	21	0
Book Launch Checklist 3	https://blog.bookly.com/learning/courses/distribution/pricing-books-international/	"[""A"",""2019-04-16"",""""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	Pricing Books for International Readers (Free Course) • bookly	21	0
Book Launch Checklist 3	https://blog.bookly.com/learning/courses/marketing/author-blog/	"[""A"",""2020-02-21"",""""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	How to Build an Amazing Author Blog (Free Course)	35	21
Book Launch Checklist 3	https://blog.bookly.com/learning/courses/marketing/ultimate-book-marketing-plan/	"[""A"",""2019-04-11"",""""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	How to Create the Ultimate Book Marketing Plan (Free Course) • bookly	56	0
Book Launch Checklist 3	https://blog.bookly.com/learning/courses/page/2/	"[""A"",""2019-04-16"",""""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	Browse free publishing courses • bookly Learning	35	0
Book Launch Checklist 3	https://blog.bookly.com/print-on-demand-books/	"[""A"",""2020-05-06"",""Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	What is the Best Service for Print on Demand Books?	4039	126
Book Launch Checklist 3	https://blog.bookly.com/print-on-demand-books//	"[""A"",""2020-05-06"",""Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	What is the Best Service for Print on Demand Books?	21	0
Book Launch Checklist 3	https://blog.bookly.com/proofreading-marks/	"[""B"",""2020-02-13"",""Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	Proofreading Marks 101: What Do These Squiggles Mean?	574	0
Book Launch Checklist 3	https://blog.bookly.com/self-published-novel-into-brick-and-mortar-store/	"[""A"",""2020-02-27"",""Book Marketing, From our Authors""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	How I Got my Indie Novel Into the Nation's Largest Brick&Mortar Store	105	0
Book Launch Checklist 3	https://blog.bookly.com/swearing-book-title/	"["""","""",""Book Marketing, From our Authors""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	Was Swearing in my Book Title a Sh*tty Idea?	91	0
Book Launch Checklist 3	https://blog.bookly.com/write-blurb-novel/	"[""B"",""2019-08-23"",""Book Marketing, Perfecting your Craft""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	How to Write a Book Blurb that Sells (with Examples)	4060	70
Book Launch Checklist 3	https://blog.bookly.com/write-blurb-novel/	"[""B"",""2019-08-23"",""Book Marketing, Perfecting your Craft""]"	"
تنزيل: قائمة تدقيق إطلاق الكتاب"	أدخل بريدك الإلكتروني لتنزيل مورد نشر bookly # 1	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	كيفية كتابة كتاب Blurb الذي يبيع (مع أمثلة)	21	0
Book Launch Checklist 3	https://blog.bookly.com/write-blurb-novel//	"[""B"",""2019-08-23"",""Book Marketing, Perfecting your Craft""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg	How to Write a Book Blurb that Sells (with Examples)	21	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/amazon-self-publishing/	"[""B"",""2020-06-12"",""Book Marketing, Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-1-300x157.jpg	Amazon Self-Publishing: How to Publish a Book With KDP	161	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/author-media-kit-template/	"[""B"",""2020-02-27"",""Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-1-300x157.jpg	How to Build a Rocking Author Media Kit: a 7-Step Template	399	35
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/author-media-kit-template/	"[""B"",""2020-06-12"",""Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-1-300x157.jpg	How to Build a Rocking Author Media Kit: a 7-Step Template	70	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/author-media-kit-template//	"[""B"",""2020-02-27"",""Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-1-300x157.jpg	How to Build a Rocking Author Media Kit: a 7-Step Template	35	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/author-media-kit-template//	"[""B"",""2020-06-12"",""Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-1-300x157.jpg	How to Build a Rocking Author Media Kit: a 7-Step Template	21	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/best-marketing-books/	"[""B"",""2020-02-27"",""Book Marketing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-1-300x157.jpg	Authors: Here are 10 Must-Read Marketing Books	287	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/book-promotion-services/	"[""B"",""2020-05-05"",""generator""]"	Download: Book Launch Checklist	"Enter your email to download bookly&#39;s #1 publishing resource"	https://blog-cdn.bookly.com/directories/admin/modal/59/medium_9db07afdbb8e3b77f7561748a260b50d.jpg	Book Promotion Services 2020: The Best Free and Paid Promo Services	448	21
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/book-promotion-services/	"[""B"",""2020-06-05"",""generator""]"	Download: Book Launch Checklist	"Enter your email to download bookly&#39;s #1 publishing resource"	https://blog-cdn.bookly.com/directories/admin/modal/59/medium_9db07afdbb8e3b77f7561748a260b50d.jpg	Book Promotion Services 2020: The Best Free and Paid Promo Services	791	35
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/book-promotion-services//	"[""B"",""2020-05-05"",""generator""]"	Download: Book Launch Checklist	"Enter your email to download bookly&#39;s #1 publishing resource"	https://blog-cdn.bookly.com/directories/admin/modal/59/medium_9db07afdbb8e3b77f7561748a260b50d.jpg	Book Promotion Services 2020: The Best Free and Paid Promo Services	56	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/book-promotion-services//	"[""B"",""2020-06-05"",""generator""]"	Download: Book Launch Checklist	"Enter your email to download bookly&#39;s #1 publishing resource"	https://blog-cdn.bookly.com/directories/admin/modal/59/medium_9db07afdbb8e3b77f7561748a260b50d.jpg	Book Promotion Services 2020: The Best Free and Paid Promo Services	126	21
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/book-promotion-services/page/2/	"[""B"",""2020-05-05"",""generator""]"	Download: Book Launch Checklist	"Enter your email to download bookly&#39;s #1 publishing resource"	https://blog-cdn.bookly.com/directories/admin/modal/59/medium_9db07afdbb8e3b77f7561748a260b50d.jpg	Book Promotion Services 2020: The Best Free and Paid Promo Services	35	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/book-promotion-services/page/3/	"[""B"",""2020-05-05"",""generator""]"	Download: Book Launch Checklist	"Enter your email to download bookly&#39;s #1 publishing resource"	https://blog-cdn.bookly.com/directories/admin/modal/59/medium_9db07afdbb8e3b77f7561748a260b50d.jpg	Book Promotion Services 2020: The Best Free and Paid Promo Services	21	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/book-promotion-services/page/5/	"[""B"",""2020-06-05"",""generator""]"	Download: Book Launch Checklist	"Enter your email to download bookly&#39;s #1 publishing resource"	https://blog-cdn.bookly.com/directories/admin/modal/59/medium_9db07afdbb8e3b77f7561748a260b50d.jpg	Book Promotion Services 2020: The Best Free and Paid Promo Services	21	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/book-review-blogs/	"[""B"",""2020-05-05"",""generator""]"	Download: Book Launch Checklist	"Enter your email to download bookly&#39;s #1 publishing resource"	https://blog-cdn.bookly.com/directories/admin/modal/59/medium_9db07afdbb8e3b77f7561748a260b50d.jpg	The Best Book Review Blogs in 2020 • How to Get Your Book Reviewed	2345	21
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/book-review-blogs/	"[""B"",""2020-05-05"",""generator""]"	Download: Book Launch Checklist	"Enter your email to download bookly&#39;s #1 publishing resource"	https://blog-cdn.bookly.com/directories/admin/modal/59/medium_9db07afdbb8e3b77f7561748a260b50d.jpg	Лучшие блоги Рецензия на книгу в 2020 году • Как получить рецензию на книгу	21	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/book-review-blogs//	"[""B"",""2020-05-05"",""generator""]"	Download: Book Launch Checklist	"Enter your email to download bookly&#39;s #1 publishing resource"	https://blog-cdn.bookly.com/directories/admin/modal/59/medium_9db07afdbb8e3b77f7561748a260b50d.jpg	The Best Book Review Blogs in 2020 • How to Get Your Book Reviewed	525	21
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/book-review-blogs/page/15/	"[""B"",""2020-05-05"",""generator""]"	Download: Book Launch Checklist	"Enter your email to download bookly&#39;s #1 publishing resource"	https://blog-cdn.bookly.com/directories/admin/modal/59/medium_9db07afdbb8e3b77f7561748a260b50d.jpg	The Best Book Review Blogs in 2020 • How to Get Your Book Reviewed	21	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/book-review-blogs/page/2/	"[""B"",""2020-05-05"",""generator""]"	Download: Book Launch Checklist	"Enter your email to download bookly&#39;s #1 publishing resource"	https://blog-cdn.bookly.com/directories/admin/modal/59/medium_9db07afdbb8e3b77f7561748a260b50d.jpg	The Best Book Review Blogs in 2020 • How to Get Your Book Reviewed	56	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/book-review-blogs/page/3//	"[""B"",""2020-05-05"",""generator""]"	Download: Book Launch Checklist	"Enter your email to download bookly&#39;s #1 publishing resource"	https://blog-cdn.bookly.com/directories/admin/modal/59/medium_9db07afdbb8e3b77f7561748a260b50d.jpg	The Best Book Review Blogs in 2020 • How to Get Your Book Reviewed	21	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/cost-to-self-publish-a-book/	"[""B"",""2020-05-06"",""Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-1-300x157.jpg	How Much Does It Cost to Publish a Book in 2020?	7756	105
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/cost-to-self-publish-a-book//	"[""B"",""2020-05-06"",""Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-1-300x157.jpg	How Much Does It Cost to Publish a Book in 2020?	196	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/ebook-distribution/	"[""B"",""2020-06-12"",""Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-1-300x157.jpg	Ebook Distribution: The Complete Guide for New Authors	126	21
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/gifts-for-writers/	"[""A"",""2020-03-02"",""bookly News""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-1-300x157.jpg	60 Amazing Gifts for Writers for Every Budget, Organized by Price!	1428	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/gifts-for-writers//	"[""A"",""2020-03-02"",""bookly News""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-1-300x157.jpg	60 Amazing Gifts for Writers for Every Budget, Organized by Price!	35	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/how-to-become-an-author/	"[""B"",""2020-02-27"",""Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-1-300x157.jpg	How to Become an Author: The Ultimate Guide	196	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/how-to-publish-a-book-on-google-play/	"[""A"",""2020-05-06"",""Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-1-300x157.jpg	How to Publish on Google Play Books in 2020	91	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/how-to-publish-on-apple-books/	"[""A"",""2020-05-21"",""Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-1-300x157.jpg	How to Publish (and Sell) on Apple Books in 2020	56	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/how-to-publish-poetry/	"[""B"",""2020-04-01"",""Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-1-300x157.jpg	How to Publish Poetry: 4 Ways to Get Your Work in Front of Readers	70	0
Book Launch Checklist 4 (New Style)	https://blog.bookly.com/how-to-start-a-publishing-company/	"[""B"",""2020-03-23"",""Understanding Publishing""]"	"
Download: Book Launch Checklist"	Enter your email to download bookly's #1 publishing resource	https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-1-300x157.jpg	How to Start a Publishing Company in 5 Steps: 2020 Edition	3101	105
